Case ID,Task ID,Condition,Timestamp,Activity,Event Type,Sensor,Message,Raw Activity,Mapped Activity,Source File,Source Data Type
error_p17_t4,t4,scripted_error,2008-03-28T13:57:10.424731,Motion detected at M13,activity,M13,ON,M13 ON,Motion detected at M13,adl_error/p17.t4.csv,error_trace
error_p17_t4,t4,scripted_error,2008-03-28T13:57:24.851512,Motion stopped at M13,activity,M13,OFF,M13 OFF,Motion stopped at M13,adl_error/p17.t4.csv,error_trace
error_p17_t4,t4,scripted_error,2008-03-28T13:57:42.481500,Motion detected at M13,activity,M13,ON,M13 ON,Motion detected at M13,adl_error/p17.t4.csv,error_trace
error_p17_t4,t4,scripted_error,2008-03-28T13:57:45.841749,Motion detected at M13,activity,M13,ON,M13 ON,Motion detected at M13,adl_error/p17.t4.csv,error_trace
error_p17_t4,t4,scripted_error,2008-03-28T13:57:49.730699,Motion stopped at M13,activity,M13,OFF,M13 OFF,Motion stopped at M13,adl_error/p17.t4.csv,error_trace
error_p17_t4,t4,scripted_error,2008-03-28T13:57:51.823490,Motion detected at M13,activity,M13,ON,M13 ON,Motion detected at M13,adl_error/p17.t4.csv,error_trace
error_p17_t4,t4,scripted_error,2008-03-28T13:57:54.341456,Motion stopped at M13,activity,M13,OFF,M13 OFF,Motion stopped at M13,adl_error/p17.t4.csv,error_trace
error_p17_t4,t4,scripted_error,2008-03-28T13:57:54.665353,Motion detected at M13,activity,M13,ON,M13 ON,Motion detected at M13,adl_error/p17.t4.csv,error_trace
error_p17_t4,t4,scripted_error,2008-03-28T13:57:56.910846,Motion stopped at M13,activity,M13,OFF,M13 OFF,Motion stopped at M13,adl_error/p17.t4.csv,error_trace
error_p17_t4,t4,scripted_error,2008-03-28T13:57:58.842925,Motion detected at M13,activity,M13,ON,M13 ON,Motion detected at M13,adl_error/p17.t4.csv,error_trace
error_p17_t4,t4,scripted_error,2008-03-28T13:58:01.519221,Motion stopped at M13,activity,M13,OFF,M13 OFF,Motion stopped at M13,adl_error/p17.t4.csv,error_trace
error_p17_t4,t4,scripted_error,2008-03-28T13:58:01.872219,Motion detected at M13,activity,M13,ON,M13 ON,Motion detected at M13,adl_error/p17.t4.csv,error_trace
error_p17_t4,t4,scripted_error,2008-03-28T13:58:03.975368,Motion stopped at M13,activity,M13,OFF,M13 OFF,Motion stopped at M13,adl_error/p17.t4.csv,error_trace
error_p17_t4,t4,scripted_error,2008-03-28T13:58:04.112391,Motion detected at M13,activity,M13,ON,M13 ON,Motion detected at M13,adl_error/p17.t4.csv,error_trace
error_p17_t4,t4,scripted_error,2008-03-28T13:58:06.524767,Motion detected at M13,activity,M13,ON,M13 ON,Motion detected at M13,adl_error/p17.t4.csv,error_trace
error_p17_t4,t4,scripted_error,2008-03-28T13:58:06.779100,Motion stopped at M13,activity,M13,OFF,M13 OFF,Motion stopped at M13,adl_error/p17.t4.csv,error_trace
error_p17_t4,t4,scripted_error,2008-03-28T13:58:09.760890,Motion stopped at M13,activity,M13,OFF,M13 OFF,Motion stopped at M13,adl_error/p17.t4.csv,error_trace
error_p17_t4,t4,scripted_error,2008-03-28T13:58:12.399619,Motion detected at M13,activity,M13,ON,M13 ON,Motion detected at M13,adl_error/p17.t4.csv,error_trace
error_p17_t4,t4,scripted_error,2008-03-28T13:58:15.750126,Motion stopped at M13,activity,M13,OFF,M13 OFF,Motion stopped at M13,adl_error/p17.t4.csv,error_trace
error_p17_t4,t4,scripted_error,2008-03-28T13:58:16.815843,Motion detected at M13,activity,M13,ON,M13 ON,Motion detected at M13,adl_error/p17.t4.csv,error_trace
error_p17_t4,t4,scripted_error,2008-03-28T13:58:21.584927,Motion stopped at M13,activity,M13,OFF,M13 OFF,Motion stopped at M13,adl_error/p17.t4.csv,error_trace
error_p17_t4,t4,scripted_error,2008-03-28T13:58:23.559109,Motion detected at M13,activity,M13,ON,M13 ON,Motion detected at M13,adl_error/p17.t4.csv,error_trace
error_p17_t4,t4,scripted_error,2008-03-28T13:58:28.607302,Motion stopped at M13,activity,M13,OFF,M13 OFF,Motion stopped at M13,adl_error/p17.t4.csv,error_trace
error_p17_t4,t4,scripted_error,2008-03-28T13:58:28.730351,Motion detected at M13,activity,M13,ON,M13 ON,Motion detected at M13,adl_error/p17.t4.csv,error_trace
error_p17_t4,t4,scripted_error,2008-03-28T13:58:31.612564,Motion stopped at M13,activity,M13,OFF,M13 OFF,Motion stopped at M13,adl_error/p17.t4.csv,error_trace
error_p17_t4,t4,scripted_error,2008-03-28T13:58:34.999629,Motion detected at M13,activity,M13,ON,M13 ON,Motion detected at M13,adl_error/p17.t4.csv,error_trace
error_p17_t4,t4,scripted_error,2008-03-28T13:58:40.502183,Motion stopped at M13,activity,M13,OFF,M13 OFF,Motion stopped at M13,adl_error/p17.t4.csv,error_trace
error_p17_t4,t4,scripted_error,2008-03-28T13:58:42.321648,Motion detected at M13,activity,M13,ON,M13 ON,Motion detected at M13,adl_error/p17.t4.csv,error_trace
error_p17_t4,t4,scripted_error,2008-03-28T13:58:44.751890,Motion stopped at M13,activity,M13,OFF,M13 OFF,Motion stopped at M13,adl_error/p17.t4.csv,error_trace
error_p17_t4,t4,scripted_error,2008-03-28T13:58:52.568860,Motion detected at M13,activity,M13,ON,M13 ON,Motion detected at M13,adl_error/p17.t4.csv,error_trace
error_p17_t4,t4,scripted_error,2008-03-28T13:58:54.584322,Motion stopped at M13,activity,M13,OFF,M13 OFF,Motion stopped at M13,adl_error/p17.t4.csv,error_trace
error_p17_t4,t4,scripted_error,2008-03-28T13:58:56.122953,Motion detected at M13,activity,M13,ON,M13 ON,Motion detected at M13,adl_error/p17.t4.csv,error_trace
error_p17_t4,t4,scripted_error,2008-03-28T13:59:05.855620,Motion stopped at M13,activity,M13,OFF,M13 OFF,Motion stopped at M13,adl_error/p17.t4.csv,error_trace
error_p17_t4,t4,scripted_error,2008-03-28T13:59:13.109420,Motion detected at M13,activity,M13,ON,M13 ON,Motion detected at M13,adl_error/p17.t4.csv,error_trace
error_p17_t4,t4,scripted_error,2008-03-28T13:59:15.208346,Motion stopped at M13,activity,M13,OFF,M13 OFF,Motion stopped at M13,adl_error/p17.t4.csv,error_trace
error_p17_t5,t5,scripted_error,2008-03-28T13:59:34.465264,Motion detected at M13,activity,M13,ON,M13 ON,Motion detected at M13,adl_error/p17.t5.csv,error_trace
error_p17_t5,t5,scripted_error,2008-03-28T13:59:41.298865,Motion detected at M14,activity,M14,ON,M14 ON,Motion detected at M14,adl_error/p17.t5.csv,error_trace
error_p17_t5,t5,scripted_error,2008-03-28T13:59:42.352580,Motion detected at M15,activity,M15,ON,M15 ON,Motion detected at M15,adl_error/p17.t5.csv,error_trace
error_p17_t5,t5,scripted_error,2008-03-28T13:59:42.720502,Motion detected at M16,activity,M16,ON,M16 ON,Motion detected at M16,adl_error/p17.t5.csv,error_trace
error_p17_t5,t5,scripted_error,2008-03-28T13:59:43.840193,Motion detected at M17,activity,M17,ON,M17 ON,Motion detected at M17,adl_error/p17.t5.csv,error_trace
error_p17_t5,t5,scripted_error,2008-03-28T13:59:45.410771,Motion stopped at M15,activity,M15,OFF,M15 OFF,Motion stopped at M15,adl_error/p17.t5.csv,error_trace
error_p17_t5,t5,scripted_error,2008-03-28T13:59:45.498600,Motion stopped at M14,activity,M14,OFF,M14 OFF,Motion stopped at M14,adl_error/p17.t5.csv,error_trace
error_p17_t5,t5,scripted_error,2008-03-28T13:59:45.906647,Motion stopped at M13,activity,M13,OFF,M13 OFF,Motion stopped at M13,adl_error/p17.t5.csv,error_trace
error_p17_t5,t5,scripted_error,2008-03-28T13:59:46.498504,Motion stopped at M16,activity,M16,OFF,M16 OFF,Motion stopped at M16,adl_error/p17.t5.csv,error_trace
error_p17_t5,t5,scripted_error,2008-03-28T13:59:48.404958,Motion stopped at M17,activity,M17,OFF,M17 OFF,Motion stopped at M17,adl_error/p17.t5.csv,error_trace
error_p17_t5,t5,scripted_error,2008-03-28T14:00:10.515988,Motion detected at M17,activity,M17,ON,M17 ON,Motion detected at M17,adl_error/p17.t5.csv,error_trace
error_p17_t5,t5,scripted_error,2008-03-28T14:00:11.262777,Motion stopped at M17,activity,M17,OFF,M17 OFF,Motion stopped at M17,adl_error/p17.t5.csv,error_trace
error_p17_t5,t5,scripted_error,2008-03-28T14:00:11.398803,Motion detected at M17,activity,M17,ON,M17 ON,Motion detected at M17,adl_error/p17.t5.csv,error_trace
error_p17_t5,t5,scripted_error,2008-03-28T14:00:13.846419,Motion stopped at M17,activity,M17,OFF,M17 OFF,Motion stopped at M17,adl_error/p17.t5.csv,error_trace
error_p17_t5,t5,scripted_error,2008-03-28T14:00:22.571361,Motion detected at M17,activity,M17,ON,M17 ON,Motion detected at M17,adl_error/p17.t5.csv,error_trace
error_p17_t5,t5,scripted_error,2008-03-28T14:00:24.143906,Motion stopped at M17,activity,M17,OFF,M17 OFF,Motion stopped at M17,adl_error/p17.t5.csv,error_trace
error_p17_t5,t5,scripted_error,2008-03-28T14:00:25.626524,Motion detected at M17,activity,M17,ON,M17 ON,Motion detected at M17,adl_error/p17.t5.csv,error_trace
error_p17_t5,t5,scripted_error,2008-03-28T14:00:28.829144,Motion stopped at M17,activity,M17,OFF,M17 OFF,Motion stopped at M17,adl_error/p17.t5.csv,error_trace
error_p17_t5,t5,scripted_error,2008-03-28T14:00:29.885070,Motion detected at M17,activity,M17,ON,M17 ON,Motion detected at M17,adl_error/p17.t5.csv,error_trace
error_p17_t5,t5,scripted_error,2008-03-28T14:00:30.987826,Motion stopped at M17,activity,M17,OFF,M17 OFF,Motion stopped at M17,adl_error/p17.t5.csv,error_trace
error_p17_t5,t5,scripted_error,2008-03-28T14:00:49.478529,Motion detected at M18,activity,M18,ON,M18 ON,Motion detected at M18,adl_error/p17.t5.csv,error_trace
error_p17_t5,t5,scripted_error,2008-03-28T14:00:50.689179,Motion detected at M17,activity,M17,ON,M17 ON,Motion detected at M17,adl_error/p17.t5.csv,error_trace
error_p17_t5,t5,scripted_error,2008-03-28T14:00:50.817198,Motion stopped at M18,activity,M18,OFF,M18 OFF,Motion stopped at M18,adl_error/p17.t5.csv,error_trace
error_p17_t5,t5,scripted_error,2008-03-28T14:00:52.644606,Motion stopped at M17,activity,M17,OFF,M17 OFF,Motion stopped at M17,adl_error/p17.t5.csv,error_trace
error_p17_t5,t5,scripted_error,2008-03-28T14:00:53.292534,Motion detected at M17,activity,M17,ON,M17 ON,Motion detected at M17,adl_error/p17.t5.csv,error_trace
error_p17_t5,t5,scripted_error,2008-03-28T14:00:55.855766,Motion detected at M18,activity,M18,ON,M18 ON,Motion detected at M18,adl_error/p17.t5.csv,error_trace
error_p17_t5,t5,scripted_error,2008-03-28T14:00:59.206845,Motion detected at M17,activity,M17,ON,M17 ON,Motion detected at M17,adl_error/p17.t5.csv,error_trace
error_p17_t5,t5,scripted_error,2008-03-28T14:01:00.366541,Motion stopped at M17,activity,M17,OFF,M17 OFF,Motion stopped at M17,adl_error/p17.t5.csv,error_trace
error_p17_t5,t5,scripted_error,2008-03-28T14:01:00.544498,Motion detected at M17,activity,M17,ON,M17 ON,Motion detected at M17,adl_error/p17.t5.csv,error_trace
error_p17_t5,t5,scripted_error,2008-03-28T14:01:02.200015,Motion stopped at M18,activity,M18,OFF,M18 OFF,Motion stopped at M18,adl_error/p17.t5.csv,error_trace
error_p17_t5,t5,scripted_error,2008-03-28T14:01:03.813578,Open kitchen cabinet,activity,D01,OPEN,D01 OPEN,Open kitchen cabinet,adl_error/p17.t5.csv,error_trace
error_p17_t5,t5,scripted_error,2008-03-28T14:01:08.852184,Return measuring spoon,activity,I05,PRESENT,I05 PRESENT,Return measuring spoon,adl_error/p17.t5.csv,error_trace
error_p17_t5,t5,scripted_error,2008-03-28T14:01:09.154185,Motion stopped at M17,activity,M17,OFF,M17 OFF,Motion stopped at M17,adl_error/p17.t5.csv,error_trace
error_p17_t5,t5,scripted_error,2008-03-28T14:01:09.895899,Motion detected at M17,activity,M17,ON,M17 ON,Motion detected at M17,adl_error/p17.t5.csv,error_trace
error_p17_t5,t5,scripted_error,2008-03-28T14:01:15.756296,Return raisins,activity,I02,PRESENT,I02 PRESENT,Return raisins,adl_error/p17.t5.csv,error_trace
error_p17_t5,t5,scripted_error,2008-03-28T14:01:16.382720,Motion stopped at M17,activity,M17,OFF,M17 OFF,Motion stopped at M17,adl_error/p17.t5.csv,error_trace
error_p17_t5,t5,scripted_error,2008-03-28T14:01:16.646064,Motion detected at M17,activity,M17,ON,M17 ON,Motion detected at M17,adl_error/p17.t5.csv,error_trace
error_p17_t5,t5,scripted_error,2008-03-28T14:01:17.313878,Close kitchen cabinet,activity,D01,CLOSE,D01 CLOSE,Close kitchen cabinet,adl_error/p17.t5.csv,error_trace
error_p17_t5,t5,scripted_error,2008-03-28T14:01:18.323615,Motion stopped at M17,activity,M17,OFF,M17 OFF,Motion stopped at M17,adl_error/p17.t5.csv,error_trace
error_p17_t5,t5,scripted_error,2008-03-28T14:01:18.915458,Motion detected at M17,activity,M17,ON,M17 ON,Motion detected at M17,adl_error/p17.t5.csv,error_trace
error_p17_t5,t5,scripted_error,2008-03-28T14:01:20.321100,Motion detected at M18,activity,M18,ON,M18 ON,Motion detected at M18,adl_error/p17.t5.csv,error_trace
error_p17_t5,t5,scripted_error,2008-03-28T14:01:25.771317,Motion stopped at M17,activity,M17,OFF,M17 OFF,Motion stopped at M17,adl_error/p17.t5.csv,error_trace
error_p17_t5,t5,scripted_error,2008-03-28T14:01:28.687365,Motion stopped at M18,activity,M18,OFF,M18 OFF,Motion stopped at M18,adl_error/p17.t5.csv,error_trace
error_p17_t5,t5,scripted_error,2008-03-28T14:01:42.751369,Motion detected at M17,activity,M17,ON,M17 ON,Motion detected at M17,adl_error/p17.t5.csv,error_trace
error_p17_t5,t5,scripted_error,2008-03-28T14:01:45.486976,Motion stopped at M17,activity,M17,OFF,M17 OFF,Motion stopped at M17,adl_error/p17.t5.csv,error_trace
error_p17_t5,t5,scripted_error,2008-03-28T14:01:45.840983,Motion detected at M17,activity,M17,ON,M17 ON,Motion detected at M17,adl_error/p17.t5.csv,error_trace
error_p17_t5,t5,scripted_error,2008-03-28T14:01:50.805400,Motion stopped at M17,activity,M17,OFF,M17 OFF,Motion stopped at M17,adl_error/p17.t5.csv,error_trace
error_p17_t5,t5,scripted_error,2008-03-28T14:01:52.130900,Motion detected at M18,activity,M18,ON,M18 ON,Motion detected at M18,adl_error/p17.t5.csv,error_trace
error_p17_t5,t5,scripted_error,2008-03-28T14:01:56.355322,Motion stopped at M18,activity,M18,OFF,M18 OFF,Motion stopped at M18,adl_error/p17.t5.csv,error_trace
error_p17_t5,t5,scripted_error,2008-03-28T14:01:58.856635,Motion detected at M18,activity,M18,ON,M18 ON,Motion detected at M18,adl_error/p17.t5.csv,error_trace
error_p17_t5,t5,scripted_error,2008-03-28T14:02:00.343232,Motion stopped at M18,activity,M18,OFF,M18 OFF,Motion stopped at M18,adl_error/p17.t5.csv,error_trace
error_p17_t5,t5,scripted_error,2008-03-28T14:02:02.879498,Motion detected at M17,activity,M17,ON,M17 ON,Motion detected at M17,adl_error/p17.t5.csv,error_trace
error_p17_t5,t5,scripted_error,2008-03-28T14:02:03.828262,Motion detected at M18,activity,M18,ON,M18 ON,Motion detected at M18,adl_error/p17.t5.csv,error_trace
error_p17_t5,t5,scripted_error,2008-03-28T14:02:06.585507,Motion stopped at M17,activity,M17,OFF,M17 OFF,Motion stopped at M17,adl_error/p17.t5.csv,error_trace
error_p18_t1,t1,scripted_error,2008-04-03T10:55:01.550203,Motion detected at M07,activity,M07,ON,M07 ON,Motion detected at M07,adl_error/p18.t1.csv,error_trace
error_p18_t1,t1,scripted_error,2008-04-03T10:55:01.550203,Motion detected at M08,activity,M08,ON,M08 ON,Motion detected at M08,adl_error/p18.t1.csv,error_trace
error_p18_t1,t1,scripted_error,2008-04-03T10:55:02.334942,Motion detected at M09,activity,M09,ON,M09 ON,Motion detected at M09,adl_error/p18.t1.csv,error_trace
error_p18_t1,t1,scripted_error,2008-04-03T10:55:03.541639,Motion stopped at M07,activity,M07,OFF,M07 OFF,Motion stopped at M07,adl_error/p18.t1.csv,error_trace
error_p18_t1,t1,scripted_error,2008-04-03T10:55:03.541639,Motion detected at M14,activity,M14,ON,M14 ON,Motion detected at M14,adl_error/p18.t1.csv,error_trace
error_p18_t1,t1,scripted_error,2008-04-03T10:55:03.541639,Motion stopped at M23,activity,M23,OFF,M23 OFF,Motion stopped at M23,adl_error/p18.t1.csv,error_trace
error_p18_t1,t1,scripted_error,2008-04-03T10:55:04.133505,Motion stopped at M01,activity,M01,OFF,M01 OFF,Motion stopped at M01,adl_error/p18.t1.csv,error_trace
error_p18_t1,t1,scripted_error,2008-04-03T10:55:04.669285,Motion stopped at M08,activity,M08,OFF,M08 OFF,Motion stopped at M08,adl_error/p18.t1.csv,error_trace
error_p18_t1,t1,scripted_error,2008-04-03T10:55:05.880946,Motion detected at M13,activity,M13,ON,M13 ON,Motion detected at M13,adl_error/p18.t1.csv,error_trace
error_p18_t1,t1,scripted_error,2008-04-03T10:55:06.168950,Motion stopped at M09,activity,M09,OFF,M09 OFF,Motion stopped at M09,adl_error/p18.t1.csv,error_trace
error_p18_t1,t1,scripted_error,2008-04-03T10:55:07.336527,Motion stopped at M14,activity,M14,OFF,M14 OFF,Motion stopped at M14,adl_error/p18.t1.csv,error_trace
error_p18_t1,t1,scripted_error,2008-04-03T10:55:07.573457,Take phone book,activity,I08,ABSENT,I08 ABSENT,Take phone book,adl_error/p18.t1.csv,error_trace
error_p18_t1,t1,scripted_error,2008-04-03T10:55:12.504086,Motion stopped at M13,activity,M13,OFF,M13 OFF,Motion stopped at M13,adl_error/p18.t1.csv,error_trace
error_p18_t1,t1,scripted_error,2008-04-03T10:55:13.402807,Motion detected at M13,activity,M13,ON,M13 ON,Motion detected at M13,adl_error/p18.t1.csv,error_trace
error_p18_t1,t1,scripted_error,2008-04-03T10:55:17.633597,Motion stopped at M13,activity,M13,OFF,M13 OFF,Motion stopped at M13,adl_error/p18.t1.csv,error_trace
error_p18_t1,t1,scripted_error,2008-04-03T10:55:18.503385,Motion detected at M13,activity,M13,ON,M13 ON,Motion detected at M13,adl_error/p18.t1.csv,error_trace
error_p18_t1,t1,scripted_error,2008-04-03T10:55:20.842736,Motion stopped at M13,activity,M13,OFF,M13 OFF,Motion stopped at M13,adl_error/p18.t1.csv,error_trace
error_p18_t1,t1,scripted_error,2008-04-03T10:55:21.526586,Motion detected at M13,activity,M13,ON,M13 ON,Motion detected at M13,adl_error/p18.t1.csv,error_trace
error_p18_t1,t1,scripted_error,2008-04-03T10:55:23.120181,Motion stopped at M13,activity,M13,OFF,M13 OFF,Motion stopped at M13,adl_error/p18.t1.csv,error_trace
error_p18_t1,t1,scripted_error,2008-04-03T10:55:24.540844,Motion detected at M13,activity,M13,ON,M13 ON,Motion detected at M13,adl_error/p18.t1.csv,error_trace
error_p18_t1,t1,scripted_error,2008-04-03T10:55:30.534284,Motion stopped at M13,activity,M13,OFF,M13 OFF,Motion stopped at M13,adl_error/p18.t1.csv,error_trace
error_p18_t1,t1,scripted_error,2008-04-03T10:55:31.802888,Motion detected at M13,activity,M13,ON,M13 ON,Motion detected at M13,adl_error/p18.t1.csv,error_trace
error_p18_t1,t1,scripted_error,2008-04-03T10:55:36.849035,Motion detected at M13,activity,M13,ON,M13 ON,Motion detected at M13,adl_error/p18.t1.csv,error_trace
error_p18_t1,t1,scripted_error,2008-04-03T10:55:42.836480,Motion stopped at M13,activity,M13,OFF,M13 OFF,Motion stopped at M13,adl_error/p18.t1.csv,error_trace
error_p18_t1,t1,scripted_error,2008-04-03T10:55:55.101893,Motion detected at M13,activity,M13,ON,M13 ON,Motion detected at M13,adl_error/p18.t1.csv,error_trace
error_p18_t1,t1,scripted_error,2008-04-03T10:55:58.285984,Motion stopped at M13,activity,M13,OFF,M13 OFF,Motion stopped at M13,adl_error/p18.t1.csv,error_trace
error_p18_t1,t1,scripted_error,2008-04-03T10:55:58.818888,Motion detected at M13,activity,M13,ON,M13 ON,Motion detected at M13,adl_error/p18.t1.csv,error_trace
error_p18_t1,t1,scripted_error,2008-04-03T10:56:09.632506,Motion stopped at M13,activity,M13,OFF,M13 OFF,Motion stopped at M13,adl_error/p18.t1.csv,error_trace
error_p18_t1,t1,scripted_error,2008-04-03T10:56:13.327463,Motion detected at M13,activity,M13,ON,M13 ON,Motion detected at M13,adl_error/p18.t1.csv,error_trace
error_p18_t1,t1,scripted_error,2008-04-03T10:56:21.000000,Start phone use,activity,asterisk,START,Phone sensor START,Start phone use,adl_error/p18.t1.csv,error_trace
error_p18_t1,t1,scripted_error,2008-04-03T10:56:22.177943,Motion stopped at M13,activity,M13,OFF,M13 OFF,Motion stopped at M13,adl_error/p18.t1.csv,error_trace
error_p18_t1,t1,scripted_error,2008-04-03T10:56:24.493338,Motion detected at M13,activity,M13,ON,M13 ON,Motion detected at M13,adl_error/p18.t1.csv,error_trace
error_p18_t1,t1,scripted_error,2008-04-03T10:56:29.612970,Motion stopped at M13,activity,M13,OFF,M13 OFF,Motion stopped at M13,adl_error/p18.t1.csv,error_trace
error_p18_t1,t1,scripted_error,2008-04-03T10:56:47.767300,Motion detected at M13,activity,M13,ON,M13 ON,Motion detected at M13,adl_error/p18.t1.csv,error_trace
error_p18_t1,t1,scripted_error,2008-04-03T10:56:48.000000,End phone use,activity,asterisk,END,Phone sensor END,End phone use,adl_error/p18.t1.csv,error_trace
error_p18_t1,t1,scripted_error,2008-04-03T10:56:59.836102,Return phone book,activity,I08,PRESENT,I08 PRESENT,Return phone book,adl_error/p18.t1.csv,error_trace
error_p18_t1,t1,scripted_error,2008-04-03T10:57:00.884936,Motion stopped at M13,activity,M13,OFF,M13 OFF,Motion stopped at M13,adl_error/p18.t1.csv,error_trace
error_p18_t1,t1,scripted_error,2008-04-03T10:57:11.316727,Motion detected at M13,activity,M13,ON,M13 ON,Motion detected at M13,adl_error/p18.t1.csv,error_trace
error_p18_t2,t2,scripted_error,2008-04-03T10:57:29.804504,Motion detected at M13,activity,M13,ON,M13 ON,Motion detected at M13,adl_error/p18.t2.csv,error_trace
error_p18_t2,t2,scripted_error,2008-04-03T10:57:31.708965,Motion detected at M14,activity,M14,ON,M14 ON,Motion detected at M14,adl_error/p18.t2.csv,error_trace
error_p18_t2,t2,scripted_error,2008-04-03T10:57:33.507515,Motion detected at M15,activity,M15,ON,M15 ON,Motion detected at M15,adl_error/p18.t2.csv,error_trace
error_p18_t2,t2,scripted_error,2008-04-03T10:57:34.203353,Motion detected at M16,activity,M16,ON,M16 ON,Motion detected at M16,adl_error/p18.t2.csv,error_trace
error_p18_t2,t2,scripted_error,2008-04-03T10:57:34.393240,Motion stopped at M13,activity,M13,OFF,M13 OFF,Motion stopped at M13,adl_error/p18.t2.csv,error_trace
error_p18_t2,t2,scripted_error,2008-04-03T10:57:34.507280,Motion detected at M13,activity,M13,ON,M13 ON,Motion detected at M13,adl_error/p18.t2.csv,error_trace
error_p18_t2,t2,scripted_error,2008-04-03T10:57:35.294023,Motion stopped at M13,activity,M13,OFF,M13 OFF,Motion stopped at M13,adl_error/p18.t2.csv,error_trace
error_p18_t2,t2,scripted_error,2008-04-03T10:57:35.452017,Motion stopped at M15,activity,M15,OFF,M15 OFF,Motion stopped at M15,adl_error/p18.t2.csv,error_trace
error_p18_t2,t2,scripted_error,2008-04-03T10:57:35.759856,Motion detected at M17,activity,M17,ON,M17 ON,Motion detected at M17,adl_error/p18.t2.csv,error_trace
error_p18_t2,t2,scripted_error,2008-04-03T10:57:36.531704,Motion stopped at M14,activity,M14,OFF,M14 OFF,Motion stopped at M14,adl_error/p18.t2.csv,error_trace
error_p18_t2,t2,scripted_error,2008-04-03T10:57:36.927539,Motion stopped at M16,activity,M16,OFF,M16 OFF,Motion stopped at M16,adl_error/p18.t2.csv,error_trace
error_p18_t2,t2,scripted_error,2008-04-03T10:57:39.937852,Motion stopped at M17,activity,M17,OFF,M17 OFF,Motion stopped at M17,adl_error/p18.t2.csv,error_trace
error_p18_t2,t2,scripted_error,2008-04-03T10:57:42.438000,Use hot water,activity,AD1-B,0.0375787,AD1-B value 0.0375787,Use hot water,adl_error/p18.t2.csv,error_trace
error_p18_t2,t2,scripted_error,2008-04-03T10:57:42.438000,Use cold water,activity,AD1-C,0.0364459,AD1-C value 0.0364459,Use cold water,adl_error/p18.t2.csv,error_trace
error_p18_t2,t2,scripted_error,2008-04-03T10:57:45.954200,Use hot water,activity,AD1-B,0.198987,AD1-B value 0.198987,Use hot water,adl_error/p18.t2.csv,error_trace
error_p18_t2,t2,scripted_error,2008-04-03T10:57:45.954200,Use cold water,activity,AD1-C,0.092228,AD1-C value 0.092228,Use cold water,adl_error/p18.t2.csv,error_trace
error_p18_t2,t2,scripted_error,2008-04-03T10:58:05.141772,Motion detected at M17,activity,M17,ON,M17 ON,Motion detected at M17,adl_error/p18.t2.csv,error_trace
error_p18_t2,t2,scripted_error,2008-04-03T10:58:18.458162,Motion detected at M18,activity,M18,ON,M18 ON,Motion detected at M18,adl_error/p18.t2.csv,error_trace
error_p18_t2,t2,scripted_error,2008-04-03T10:58:19.904256,Motion stopped at M18,activity,M18,OFF,M18 OFF,Motion stopped at M18,adl_error/p18.t2.csv,error_trace
error_p18_t3,t3,scripted_error,2008-04-03T10:59:08.819464,Motion detected at M17,activity,M17,ON,M17 ON,Motion detected at M17,adl_error/p18.t3.csv,error_trace
error_p18_t3,t3,scripted_error,2008-04-03T10:59:10.000000,Instruction marker stop_instruct,activity,E01,STOP_INSTRUCT,E01 STOP_INSTRUCT,Instruction marker stop_instruct,adl_error/p18.t3.csv,error_trace
error_p18_t3,t3,scripted_error,2008-04-03T10:59:10.291090,Open kitchen cabinet,activity,D01,OPEN,D01 OPEN,Open kitchen cabinet,adl_error/p18.t3.csv,error_trace
error_p18_t3,t3,scripted_error,2008-04-03T10:59:12.611447,Take oatmeal,activity,I01,ABSENT,I01 ABSENT,Take oatmeal,adl_error/p18.t3.csv,error_trace
error_p18_t3,t3,scripted_error,2008-04-03T10:59:13.561280,Motion stopped at M17,activity,M17,OFF,M17 OFF,Motion stopped at M17,adl_error/p18.t3.csv,error_trace
error_p18_t3,t3,scripted_error,2008-04-03T10:59:13.959248,Take bowl,activity,I04,ABSENT,I04 ABSENT,Take bowl,adl_error/p18.t3.csv,error_trace
error_p18_t3,t3,scripted_error,2008-04-03T10:59:17.568830,Take raisins,activity,I02,ABSENT,I02 ABSENT,Take raisins,adl_error/p18.t3.csv,error_trace
error_p18_t3,t3,scripted_error,2008-04-03T10:59:19.445251,Take brown sugar,activity,I03,ABSENT,I03 ABSENT,Take brown sugar,adl_error/p18.t3.csv,error_trace
error_p18_t3,t3,scripted_error,2008-04-03T10:59:24.486479,Take measuring spoon,activity,I05,ABSENT,I05 ABSENT,Take measuring spoon,adl_error/p18.t3.csv,error_trace
error_p18_t3,t3,scripted_error,2008-04-03T10:59:26.701673,Close kitchen cabinet,activity,D01,CLOSE,D01 CLOSE,Close kitchen cabinet,adl_error/p18.t3.csv,error_trace
error_p18_t3,t3,scripted_error,2008-04-03T10:59:27.534732,Motion detected at M17,activity,M17,ON,M17 ON,Motion detected at M17,adl_error/p18.t3.csv,error_trace
error_p18_t3,t3,scripted_error,2008-04-03T10:59:32.858214,Motion stopped at M17,activity,M17,OFF,M17 OFF,Motion stopped at M17,adl_error/p18.t3.csv,error_trace
error_p18_t3,t3,scripted_error,2008-04-03T10:59:33.131520,Use hot water,activity,AD1-B,0.0457429,AD1-B value 0.0457429,Use hot water,adl_error/p18.t3.csv,error_trace
